id_student,name,gender,region,highest_education,imd_band,age_band,disability
2594139,Emilie Jimenez,F,South West Region,A Level or Equivalent,50-60%,0-35,N
2598871,Anette Peek,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N
2599352,Susan Speer,F,Scotland,A Level or Equivalent,30-40%,0-35,N
2600688,George Green,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
2606098,Michelle Powell,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,N
2613116,Kathleen Walls,F,London Region,Lower Than A Level,10-20,35-55,N
2617002,Bernice Mooney,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,N
2620584,Gregory Korewdit,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,Y
2639449,Henry Grube,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N
2639540,Yvonne Young,F,North Western Region,A Level or Equivalent,90-100%,35-55,N
2639641,Richard Kelly,M,South East Region,Lower Than A Level,30-40%,35-55,N
2641155,Walter Bez,M,East Midlands Region,Lower Than A Level,50-60%,35-55,N
2643002,Cassandra Peterson,F,South West Region,A Level or Equivalent,80-90%,35-55,N
2645733,Elizabeth Felipe,F,South West Region,A Level or Equivalent,40-50%,0-35,N
2649826,Alex Willis,M,East Anglian Region,Lower Than A Level,60-70%,35-55,N
2650282,Jim Ross,M,London Region,A Level or Equivalent,0-10%,35-55,N
2664024,Thomas Dikes,M,South East Region,HE Qualification,90-100%,35-55,N
2666246,Christopher Granger,M,North Western Region,A Level or Equivalent,90-100%,0-35,N
2669816,Robert Noeldner,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N
2671132,Richard Cato,M,London Region,HE Qualification,20-30%,55<=,N
2676809,Alvina Simms,F,North Region,HE Qualification,10-20,0-35,N
2678643,Kay Collins,F,South Region,A Level or Equivalent,80-90%,0-35,N
2685865,Eilene Nye,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N
2688067,John Stambaugh,M,East Anglian Region,A Level or Equivalent,10-20,0-35,N
2689958,Jeffrey Soto,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,N
2691206,Tasha Smith,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,N
2691244,Erik Frazier,M,South Region,A Level or Equivalent,40-50%,35-55,N
2694424,Steven Thompson,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N
2698257,Stewart Fischer,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N
6516,Michael Wortman,M,Scotland,HE Qualification,80-90%,55<=,N
24734,Bonita Watters,F,South Region,Lower Than A Level,60-70%,0-35,N
26192,Francisca Barber,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,N
28061,Kenneth Burke,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,N
31600,Tammy Fournier,F,South West Region,A Level or Equivalent,40-50%,0-35,N
46844,John Diaz,M,North Region,HE Qualification,30-40%,35-55,N
52765,Lauri Powe,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N
55104,Annie Brickman,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N
58071,Jonathan Lawver,M,East Anglian Region,HE Qualification,90-100%,55<=,N
58316,Allison Thane,F,Wales,A Level or Equivalent,70-80%,0-35,N
62487,Elizabeth Humphries,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N
63165,William Bousquet,M,South East Region,A Level or Equivalent,80-90%,35-55,N
70011,Isabel Lunsford,F,Scotland,HE Qualification,40-50%,0-35,N
75255,Aaron Mcdonald,M,North Western Region,A Level or Equivalent,40-50%,0-35,N
79403,Tom Campbell,M,South Region,Lower Than A Level,80-90%,35-55,N
85092,Jamie Daniel,F,South West Region,Lower Than A Level,30-40%,0-35,N
85144,Adam Novotny,M,Scotland,A Level or Equivalent,50-60%,35-55,N
85302,Herbert Creamer,M,London Region,Lower Than A Level,80-90%,35-55,N
87431,Leonard Tisdale,M,South East Region,Lower Than A Level,10-20,35-55,N
95755,Virgil Barrientos,M,South East Region,Lower Than A Level,90-100%,0-35,N
101116,Lucy Edie,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N
107489,Reta Sholtis,F,London Region,HE Qualification,20-30%,0-35,N
108872,Gabriel Simeone,M,London Region,HE Qualification,80-90%,55<=,N
109155,Lottie Watkins,F,South Region,HE Qualification,90-100%,0-35,N
111512,Dale Scheetz,M,Wales,A Level or Equivalent,40-50%,0-35,N
117818,Ann Tamayo,F,London Region,A Level or Equivalent,40-50%,35-55,N
119902,Iris Sales,F,South West Region,A Level or Equivalent,60-70%,35-55,N
121349,Loretta Wilkinson,F,South West Region,A Level or Equivalent,40-50%,35-55,N
124064,Stacey Mcgough,F,South East Region,A Level or Equivalent,60-70%,0-35,N
125018,Leroy Ramirez,M,South Region,HE Qualification,70-80%,35-55,N
130034,Lydia Ramirez,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,N
130547,Hazel Halbert,F,South Region,A Level or Equivalent,70-80%,35-55,N
130636,Ramon Larson,M,South East Region,A Level or Equivalent,10-20,0-35,N
131390,Paul Young,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,N
133816,Carol Allison,F,South Region,A Level or Equivalent,70-80%,35-55,N
133922,Charles Ramirez,M,North Region,Lower Than A Level,0-10%,0-35,N
135471,Arnold Morrison,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N
139033,Robert Hampton,M,South East Region,A Level or Equivalent,90-100%,35-55,N
141506,David Lilley,M,Scotland,A Level or Equivalent,20-30%,35-55,N
146503,James Paul,M,East Anglian Region,Lower Than A Level,30-40%,35-55,Y
149741,Laura Palmieri,F,Scotland,A Level or Equivalent,20-30%,35-55,N
149962,Keith Frey,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N
151587,Agnes Lee,F,Wales,A Level or Equivalent,0-10%,0-35,N
152668,Tina Gayton,F,South Region,Lower Than A Level,90-100%,0-35,N
158707,Julie Huck,F,South East Region,A Level or Equivalent,80-90%,0-35,N
164944,Debra Marshall,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,Y
165226,Laurie Medina,F,Wales,A Level or Equivalent,30-40%,0-35,N
167961,Kevin Scott,M,South West Region,HE Qualification,70-80%,55<=,N
174024,Duane Graber,M,North Region,A Level or Equivalent,10-20,35-55,N
174094,Kathy Johnston,F,South East Region,Lower Than A Level,30-40%,35-55,Y
174745,Kim Johnson,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,N
175447,Corey Hernandez,M,London Region,A Level or Equivalent,50-60%,35-55,N
175772,Lorrie Druetta,F,East Anglian Region,HE Qualification,90-100%,35-55,N
183057,Michael Kissinger,M,Wales,Lower Than A Level,90-100%,0-35,N
185350,Aaron Wood,M,Yorkshire Region,Lower Than A Level,10-20,35-55,N
199636,Anthony Dempsey,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,N
199897,Andrew Leblanc,M,East Midlands Region,HE Qualification,10-20,35-55,N
200804,Robert Brisbin,M,South Region,A Level or Equivalent,90-100%,0-35,N
205494,Micheal Rios,M,South West Region,HE Qualification,30-40%,35-55,N
228021,Nathan Sommerfeld,M,Scotland,A Level or Equivalent,40-50%,35-55,N
228383,Daniel Mikula,M,Yorkshire Region,HE Qualification,50-60%,0-35,N
232307,Jeremiah Stordahl,M,South Region,Lower Than A Level,50-60%,35-55,N
235068,Joan Baker,F,East Midlands Region,Lower Than A Level,30-40%,35-55,N
236875,Frank Carlson,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,N
237274,Herbert Scott,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,N
243510,Mary Carrillo,F,South West Region,Lower Than A Level,60-70%,0-35,N
244246,Susan Clark,F,South East Region,A Level or Equivalent,60-70%,0-35,N
248581,Maria Mccormick,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N
252073,Erica Gonzalez,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,N
254625,Stanley Mitchell,M,Wales,A Level or Equivalent,20-30%,35-55,N
258587,John Marshall,M,South West Region,A Level or Equivalent,10-20,35-55,N
260623,James Anderson,M,South East Region,Lower Than A Level,40-50%,0-35,N
263251,Solomon Boardman,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,N
263543,Shawn Allison,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N
263952,Alfonso Gifford,M,North Region,Lower Than A Level,,35-55,N
266524,Elizabeth Lout,F,South Region,A Level or Equivalent,30-40%,0-35,N
273346,Clifford Kim,M,East Midlands Region,Lower Than A Level,70-80%,35-55,N
274947,Andrew Drost,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N
275674,Sheila Dukes,F,London Region,A Level or Equivalent,20-30%,0-35,N
275792,Tracy Nunez,F,East Anglian Region,HE Qualification,50-60%,0-35,N
277123,Ada Freiseis,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,N
281077,Kimberly Hernandez,F,East Anglian Region,HE Qualification,50-60%,0-35,N
281636,Alisha Montague,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
285315,Robert Worrell,M,East Anglian Region,HE Qualification,70-80%,0-35,N
287040,Bertha Mason,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N
287204,Phillip Chavez,M,Scotland,A Level or Equivalent,0-10%,0-35,N
287210,Matthew Kelly,M,Scotland,A Level or Equivalent,70-80%,35-55,N
288994,Shane Wark,M,Scotland,A Level or Equivalent,30-40%,0-35,N
289449,Lawrence Clay,M,East Midlands Region,HE Qualification,90-100%,35-55,N
290164,Donna Gallegos,F,Scotland,HE Qualification,30-40%,35-55,N
292525,Alva Stewart,M,South Region,A Level or Equivalent,70-80%,0-35,N
292775,Richard Bruns,M,South East Region,A Level or Equivalent,40-50%,0-35,N
293824,Caroline Zahm,F,South West Region,A Level or Equivalent,50-60%,35-55,N
294496,James Shivers,M,North Western Region,A Level or Equivalent,10-20,35-55,Y
294655,Brent Johnson,M,Wales,A Level or Equivalent,70-80%,35-55,N
295060,Guadalupe Wesley,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N
295075,Frank Tilghman,M,South Region,HE Qualification,70-80%,55<=,N
296424,John Bush,M,Scotland,A Level or Equivalent,30-40%,35-55,N
298034,Clarence Henson,M,Scotland,A Level or Equivalent,70-80%,35-55,N
298838,Deborah Santamaria,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N
301967,Alfred Sander,M,South West Region,A Level or Equivalent,20-30%,0-35,N
302476,Robert Cox,M,South East Region,A Level or Equivalent,70-80%,0-35,N
303521,Kathleen Schneider,F,Ireland,A Level or Equivalent,20-30%,35-55,N
303985,Yvonne Caruthers,F,Scotland,HE Qualification,70-80%,0-35,N
304465,Alice Morrone,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,N
306646,Robert Young,M,South Region,A Level or Equivalent,80-90%,0-35,N
309142,Erin Law,F,South Region,A Level or Equivalent,90-100%,35-55,N
310412,Jenell Sifuentes,F,London Region,A Level or Equivalent,40-50%,35-55,N
311235,Marcus Anderson,M,South West Region,A Level or Equivalent,50-60%,35-55,N
311659,Anthony Fulton,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N
313937,Terry Dotson,M,Scotland,HE Qualification,80-90%,35-55,N
315076,Jeremy Spell,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
315744,Robert Riley,M,Scotland,A Level or Equivalent,90-100%,35-55,N
323370,Thelma Freeman,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N
323805,Suzanne Green,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
328024,Phillip Biedrzycki,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,N
328734,Rebecca King,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
329659,Lillie Wagner,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,Y
330594,James Shellum,M,South West Region,Lower Than A Level,50-60%,0-35,N
332884,Nicholas Smith,M,Wales,A Level or Equivalent,60-70%,0-35,N
334441,Tom Greenhill,M,London Region,HE Qualification,60-70%,0-35,N
335247,Jeremy Clark,M,South West Region,A Level or Equivalent,80-90%,0-35,N
337748,Doris Cherry,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N
338407,John Clark,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,N
341876,David Holt,M,East Anglian Region,HE Qualification,10-20,0-35,N
345440,Cary Stevenson,M,South Region,HE Qualification,90-100%,0-35,N
345519,Connie Russel,F,North Region,A Level or Equivalent,,0-35,N
346118,Lindsay Gonzalez,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,N
348275,Joseph Dorich,M,Scotland,HE Qualification,40-50%,35-55,N
348807,Tim Woodhams,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,N
350156,Aaron Johnson,M,South West Region,A Level or Equivalent,30-40%,0-35,N
350939,Johnny Morris,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N
351336,Elizabeth Jones,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N
353665,Daniel Bermudez,M,South Region,A Level or Equivalent,70-80%,35-55,N
354170,Karleen Sandlin,F,Wales,A Level or Equivalent,0-10%,0-35,N
356170,Anthony Hayes,M,North Western Region,HE Qualification,30-40%,0-35,N
358182,Gary Rocha,M,South Region,Lower Than A Level,80-90%,0-35,N
364957,Karina Stegall,F,East Anglian Region,HE Qualification,70-80%,35-55,N
369834,Frank Barnett,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N
371710,David Downs,M,Scotland,HE Qualification,10-20,0-35,N
373872,Dorothy Hayward,F,South Region,A Level or Equivalent,40-50%,0-35,N
375260,Jamie Simonds,M,Ireland,HE Qualification,,0-35,N
375646,Frederick Moxley,M,London Region,A Level or Equivalent,40-50%,0-35,N
377546,Jason Burnett,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,Y
381642,Laura Hubbard,F,North Western Region,A Level or Equivalent,20-30%,0-35,N
382095,Thomas Decker,M,South Region,Lower Than A Level,50-60%,0-35,N
383180,Bernice Wagers,F,South Region,A Level or Equivalent,70-80%,0-35,N
383600,Nathan Hoskins,M,Scotland,A Level or Equivalent,70-80%,0-35,N
383723,Harvey Flemming,M,East Anglian Region,HE Qualification,90-100%,55<=,N
384203,Jerry Pena,M,Scotland,HE Qualification,20-30%,0-35,N
384725,Patsy Steppe,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N
387533,Wayne Balla,M,Scotland,HE Qualification,50-60%,35-55,N
387954,Deanna Carone,F,South Region,A Level or Equivalent,60-70%,35-55,N
388147,Madeline Pruitt,F,South West Region,A Level or Equivalent,10-20,35-55,N
391249,Michael Spears,M,South Region,HE Qualification,90-100%,35-55,N
396599,Christine Carbone,F,South Region,Lower Than A Level,60-70%,0-35,Y
396655,Janeen Smith,F,South Region,Lower Than A Level,40-50%,0-35,Y
398171,Melony Everhart,F,South West Region,A Level or Equivalent,70-80%,0-35,N
398349,Deborah Shain,F,East Midlands Region,HE Qualification,70-80%,0-35,N
400147,William Roberson,M,South East Region,Lower Than A Level,60-70%,35-55,N
400682,Amanda Harrell,F,London Region,A Level or Equivalent,20-30%,0-35,N
401404,Michael Cearley,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N
402204,Claude Tomlinson,M,West Midlands Region,A Level or Equivalent,,35-55,N
402727,Shirley Brown,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,Y
402961,Soon Ripley,F,North Western Region,Lower Than A Level,80-90%,35-55,N
404356,Joanna Ortega,F,South East Region,A Level or Equivalent,90-100%,0-35,N
406671,Osvaldo Thibeau,M,South West Region,A Level or Equivalent,80-90%,35-55,N
406682,Robert Davis,M,South East Region,HE Qualification,70-80%,55<=,N
409100,Travis Auerswald,M,South East Region,HE Qualification,80-90%,35-55,N
409703,Ruben Staley,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N
410092,Lori Morris,F,North Western Region,A Level or Equivalent,0-10%,35-55,N
411971,Howard Reid,M,Ireland,A Level or Equivalent,40-50%,0-35,N
418731,David Barrow,M,Ireland,A Level or Equivalent,70-80%,0-35,N
421455,Amelia Mcgroarty,F,North Region,A Level or Equivalent,50-60%,0-35,N
424577,Robert Haynes,M,London Region,HE Qualification,10-20,0-35,N
429858,Charles Walters,M,Ireland,Lower Than A Level,,0-35,N
431025,Donald Brown,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
439305,Juan Matthews,M,South East Region,A Level or Equivalent,60-70%,35-55,N
440319,Salena Doyle,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
442064,Denise Hartshorn,F,South West Region,HE Qualification,70-80%,0-35,N
442132,Nathan White,M,South West Region,HE Qualification,20-30%,0-35,N
446108,Bradley Phillips,M,South West Region,A Level or Equivalent,70-80%,0-35,N
447481,Albert Rosario,M,Ireland,A Level or Equivalent,70-80%,0-35,N
468120,Daniel Andrews,M,West Midlands Region,Lower Than A Level,50-60%,0-35,N
468694,John Mendez,M,South Region,A Level or Equivalent,90-100%,0-35,N
470982,Noelle Santini,F,East Anglian Region,HE Qualification,20-30%,35-55,N
476603,Allan Augustin,M,Wales,A Level or Equivalent,0-10%,0-35,N
481022,Jimmy Deckard,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N
483800,Sara Parkman,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N
484897,Patty Myles,F,South West Region,A Level or Equivalent,90-100%,0-35,N
485962,Rosalee Ortiz,F,East Anglian Region,HE Qualification,70-80%,0-35,N
488382,Sherry Holland,F,London Region,A Level or Equivalent,10-20,0-35,N
488990,Jose Marbley,M,South West Region,A Level or Equivalent,80-90%,35-55,N
500113,Gregory Hicks,M,South East Region,A Level or Equivalent,70-80%,0-35,N
503889,Dee Mcardle,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N
514526,Gabriel Calloway,M,London Region,Lower Than A Level,10-20,0-35,Y
518808,Sanda Norman,F,Scotland,HE Qualification,90-100%,0-35,N
522482,Agnes Freeland,F,Scotland,HE Qualification,70-80%,0-35,N
527100,Alan Fox,M,West Midlands Region,HE Qualification,70-80%,0-35,N
527801,Charles Crittle,M,South West Region,Lower Than A Level,90-100%,35-55,N
533068,Scott Malone,M,South Region,HE Qualification,90-100%,0-35,N
537081,Reta Simone,F,Scotland,HE Qualification,10-20,0-35,N
544253,Russell Bramer,M,London Region,A Level or Equivalent,60-70%,35-55,N
548120,James Thompson,M,London Region,HE Qualification,80-90%,0-35,N
561467,Mary Burnett,F,South Region,A Level or Equivalent,80-90%,0-35,N
567922,Amanda Jennings,F,North Western Region,A Level or Equivalent,50-60%,0-35,N
569505,Ann Watkins,F,East Midlands Region,HE Qualification,60-70%,35-55,N
570317,Johnathan Tan,M,Wales,A Level or Equivalent,70-80%,0-35,N
574505,Violet Spieth,F,West Midlands Region,HE Qualification,40-50%,0-35,N
588477,Robert Moody,M,Yorkshire Region,HE Qualification,20-30%,0-35,N
593846,William Griffin,M,South Region,HE Qualification,50-60%,0-35,N
593987,Alice Lively,F,East Anglian Region,HE Qualification,70-80%,35-55,N
596288,Norma Nelson,F,Scotland,HE Qualification,70-80%,0-35,N
598070,Amy Todd,F,London Region,A Level or Equivalent,10-20,0-35,N
603834,Mirna Wolff,F,Scotland,HE Qualification,50-60%,0-35,N
608440,Crystal Hendricks,F,South Region,HE Qualification,50-60%,35-55,N
623710,Lisa Ring,F,South East Region,A Level or Equivalent,20-30%,35-55,N
623840,Roderick Scarborough,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,N
626240,Lorenzo Johnson,M,South Region,HE Qualification,30-40%,0-35,N
628088,David Davis,M,South East Region,A Level or Equivalent,70-80%,0-35,Y
628312,Mercedes Roller,F,South East Region,HE Qualification,80-90%,0-35,N
630142,Richard Foy,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
637665,Rosemarie Upshaw,F,South Region,HE Qualification,90-100%,0-35,N
639053,Brett Perry,M,North Region,A Level or Equivalent,60-70%,0-35,N
642878,Ray Inks,M,South West Region,HE Qualification,70-80%,0-35,N
